Fecha,Plataforma,Tipo_Contenido,Impresiones,Likes,Comentarios,Seguidores_Ganados,Ventas_Generadas
2023-10-30,TikTok,Story,23038,2046,1062,259,81
2023-01-08,Pinterest,Post,41055,1475,270,205,192
2024-10-28,Instagram,Reel,44464,2862,728,87,189
2023-11-07,Pinterest,Reel,21400,6899,779,224,183
2022-03-31,Facebook,Story,22856,3297,1108,234,66
2023-11-29,TikTok,Post,23523,2642,417,12,16
2023-06-24,TikTok,Reel,39648,7787,1040,2,126
2024-01-02,Facebook,Video,17892,1540,405,33,111
2024-05-18,Pinterest,Reel,21198,1274,728,288,135
2022-02-10,Instagram,Reel,42970,2637,286,28,59
2024-01-10,Facebook,Story,27035,7764,1140,57,39
2023-05-17,Facebook,Video,35950,3114,727,101,88
2024-08-16,Pinterest,Reel,34257,6168,755,69,189
2024-07-17,TikTok,Reel,12976,7854,272,172,40
2023-04-06,Pinterest,Video,41714,6587,302,223,139
2024-01-02,Facebook,Post,5211,882,574,128,114
2024-01-22,Facebook,Post,6979,7259,513,125,99
2024-07-13,TikTok,Reel,31890,4742,550,295,116
2024-06-27,TikTok,Reel,13661,2490,779,120,181
2023-01-25,TikTok,Post,32652,4845,369,265,88
2024-06-01,Pinterest,Story,15135,1696,551,90,92
2022-09-13,TikTok,Video,41343,6164,275,87,138
2023-12-10,Facebook,Video,30797,490,743,260,59
2023-03-26,Facebook,Story,21336,6006,541,29,67
2022-01-10,Instagram,Story,25331,5786,63,-7,77
2024-04-03,Pinterest,Story,1507,1579,90,113,45
2024-03-08,Instagram,Story,26831,3015,767,55,37
2024-05-26,Facebook,Story,40956,2417,394,63,188
2024-10-25,Instagram,Story,11263,6746,723,137,16
2024-10-12,Facebook,Video,4408,3336,860,265,65
2023-01-09,Instagram,Story,28073,5240,153,293,199
2024-12-24,TikTok,Post,19687,4713,587,73,35
2022-05-26,Instagram,Story,12457,7112,125,276,73
2022-08-12,TikTok,Story,4879,4381,769,73,6
2022-06-26,TikTok,Video,28459,1354,609,36,15
2024-05-02,Pinterest,Video,16982,3084,260,143,13
2022-03-04,TikTok,Story,27605,3738,770,299,79
2024-04-06,TikTok,Video,1377,4023,868,77,24
2024-03-05,Instagram,Reel,48853,1235,804,-5,104
2023-11-20,Facebook,Video,18752,3312,63,57,3
2022-04-15,Pinterest,Video,31834,5178,1026,51,156
2023-05-26,TikTok,Video,19549,2157,1097,249,126
2023-01-20,Pinterest,Video,18272,7086,392,266,55
2023-02-09,Instagram,Post,3137,1890,1114,45,5
2024-04-02,TikTok,Post,7742,4370,790,47,128
2023-06-02,Instagram,Post,42525,5988,597,172,166
2023-04-21,Pinterest,Story,41881,2797,913,34,128
2023-12-10,Instagram,Story,36151,4727,570,147,114
2024-02-10,Pinterest,Reel,34472,7504,403,4,190
2024-11-12,Instagram,Post,17428,7187,903,110,56
2024-09-23,Pinterest,Story,29242,4314,297,81,194
2023-11-08,Facebook,Video,12331,3183,489,261,64
2023-12-15,Instagram,Video,48732,3470,807,275,64
2022-03-24,Instagram,Post,20056,1515,894,273,102
2023-04-02,Facebook,Reel,25843,4159,248,242,20
2022-01-01,Facebook,Reel,23334,2261,964,99,157
2022-02-20,Instagram,Video,47262,5589,1182,210,32
2023-11-16,Facebook,Reel,39788,2854,820,270,175
2023-12-18,TikTok,Post,33922,6016,277,140,21
2023-03-25,Pinterest,Video,23705,1593,524,140,181
2024-05-30,Pinterest,Story,19330,1739,1156,57,109
2023-05-03,Pinterest,Story,8912,1621,572,17,3
2022-02-03,TikTok,Reel,4166,7777,642,7,182
2022-04-05,Facebook,Video,37545,7814,163,79,171
2024-12-31,Facebook,Video,21286,5197,656,273,139
2022-06-03,Instagram,Story,6015,5877,180,103,73
2022-09-07,Facebook,Video,42473,4591,624,71,118
2023-11-05,Instagram,Video,27127,3329,215,234,179
2023-03-14,TikTok,Video,15698,3591,451,76,92
2022-04-28,Pinterest,Reel,4485,4861,590,-15,64
2024-02-10,Pinterest,Video,46403,3073,171,148,64
2022-09-25,Pinterest,Post,41435,868,464,250,9
2024-12-13,Facebook,Reel,29975,6297,920,87,145
2022-08-24,Instagram,Video,40716,6935,1057,278,46
2023-01-24,Instagram,Video,19903,4571,718,26,65
2024-09-16,TikTok,Post,4181,1174,1121,78,48
2024-02-02,Facebook,Reel,26519,5710,845,-7,199
2023-02-05,TikTok,Story,28086,6832,872,173,21
2023-09-16,Instagram,Story,42792,4995,692,136,85
2024-02-06,Instagram,Reel,38021,5691,334,133,25
2024-07-07,Pinterest,Video,40350,1179,99,94,136
2024-05-02,Facebook,Video,37270,1752,789,237,148
2023-08-01,Instagram,Story,6129,2051,653,124,94
2022-03-16,Pinterest,Story,28210,6962,357,270,190
2023-03-11,Facebook,Story,30828,3928,934,-11,106
2022-04-13,TikTok,Post,12778,4422,945,193,133
2024-02-03,Facebook,Story,8917,7282,988,212,13
2024-01-08,Facebook,Post,35265,1856,1047,150,160
2024-03-16,Instagram,Reel,9463,2997,650,0,70
2022-04-08,Instagram,Video,49052,6381,630,-6,151
2024-03-08,Facebook,Story,37792,7534,143,105,74
2024-05-08,Instagram,Video,25509,6085,720,192,119
2023-03-11,Instagram,Video,28175,3259,766,167,111
2023-03-23,Instagram,Story,36675,7560,259,151,50
2022-09-06,Pinterest,Story,7231,2202,1113,226,129
2022-06-15,Pinterest,Reel,41063,4691,680,-16,142
2024-09-10,Facebook,Post,11832,6573,96,210,162
2024-10-16,Instagram,Post,19677,4255,1097,180,35
2023-06-26,Pinterest,Video,24218,594,41,128,117
2024-01-29,Facebook,Story,3411,2451,144,51,166
2022-03-22,Instagram,Reel,19299,4888,871,205,3
2022-05-13,TikTok,Reel,49902,2414,684,53,191
2024-03-07,Instagram,Reel,15694,1339,141,286,5
2024-06-18,Instagram,Reel,5451,3815,194,148,184
2022-05-18,Pinterest,Reel,41366,1925,346,228,157
2022-07-03,Facebook,Post,28833,5234,1033,259,109
2024-02-24,Facebook,Post,22173,4478,976,131,98
2024-09-10,Pinterest,Post,49385,5682,666,203,121
2022-03-10,Instagram,Story,41370,5302,247,204,116
2023-06-30,TikTok,Video,6065,4737,419,17,95
2022-02-22,Instagram,Reel,23321,832,711,23,66
2022-07-24,Instagram,Story,25994,7970,347,164,119
2022-05-06,TikTok,Reel,34441,589,686,220,14
2022-02-12,Pinterest,Post,9124,2832,657,189,16
2022-04-21,Facebook,Story,47662,5704,150,2,17
2024-01-31,Pinterest,Post,46524,5665,327,103,114
2024-04-27,Pinterest,Reel,1335,2718,126,65,146
2022-04-05,Instagram,Reel,19146,4764,315,22,75
2024-06-18,Facebook,Video,12324,7874,605,19,87
2022-12-26,Facebook,Reel,37835,7586,479,282,196
2024-06-18,Pinterest,Post,4315,3987,574,148,151
2022-10-08,TikTok,Reel,49898,3006,579,154,90
2023-10-29,Pinterest,Video,2929,3772,351,-1,47
2022-04-03,TikTok,Video,42450,3917,824,88,157
2023-11-03,Facebook,Post,42386,1883,386,172,14
2022-03-02,Pinterest,Story,44898,5137,76,223,174
2023-09-26,Instagram,Reel,3107,2196,525,259,122
2024-12-10,Pinterest,Video,26150,6510,937,207,126
2024-10-25,Facebook,Reel,39198,2220,1122,15,171
2023-08-27,Instagram,Reel,32853,3441,343,24,97
2023-11-13,Instagram,Story,37290,6992,668,7,154
2023-06-18,TikTok,Video,12491,1666,44,133,83
2024-04-17,Instagram,Reel,21668,5664,578,2,191
2023-10-07,Instagram,Video,31599,6650,970,186,40
2022-08-21,Pinterest,Post,39885,4667,585,70,95
2023-06-08,Facebook,Post,36419,6713,174,17,67
2022-12-12,TikTok,Reel,31916,966,705,207,4
2024-12-05,Pinterest,Video,6080,4862,515,181,52
2023-06-30,Instagram,Reel,7554,6508,588,288,121
2024-03-04,Instagram,Video,24590,2806,988,233,135
2022-09-06,TikTok,Video,40887,6903,463,17,21
2022-02-16,Facebook,Story,16323,7759,533,200,105
2022-08-02,TikTok,Story,46515,7696,345,166,6
2022-08-27,Pinterest,Story,37841,1986,61,22,149
2024-12-15,TikTok,Reel,15839,4092,222,93,45
2022-12-16,Instagram,Story,3991,3141,623,239,29
2022-04-17,Pinterest,Story,1206,4705,820,-16,125
2024-04-10,Instagram,Post,32457,1018,735,47,100
2022-02-17,Facebook,Video,16228,7347,468,207,143
2022-12-03,Instagram,Video,7497,3414,251,102,78
2024-11-15,Instagram,Story,38501,3253,734,152,132
2024-03-14,TikTok,Video,39023,6549,377,132,66
2022-01-08,Instagram,Post,25663,5223,421,246,22
2023-09-17,Pinterest,Post,18218,939,1059,136,188
2023-12-20,Pinterest,Story,22472,842,372,141,73
2022-10-30,Facebook,Post,18731,3508,563,193,4
2023-10-01,Pinterest,Video,40119,6458,112,5,150
2022-02-25,TikTok,Reel,12626,1031,588,271,81
2023-12-27,Facebook,Video,24095,7432,843,168,24
2023-06-10,Pinterest,Reel,41133,3581,422,101,7
2023-04-19,TikTok,Story,12618,3579,825,209,148
2022-01-28,Pinterest,Reel,3817,851,687,38,1
2022-03-19,Pinterest,Post,45480,92,1144,75,21
2022-12-31,Instagram,Video,44615,5755,260,241,71
2023-10-28,Pinterest,Reel,43658,7055,1109,291,86
2023-06-10,Pinterest,Video,48131,3399,784,115,71
2023-11-30,TikTok,Story,49816,1827,1156,262,67
2024-06-01,TikTok,Story,40328,3251,842,99,63
2024-10-27,Instagram,Post,16004,399,919,4,93
2024-10-23,Pinterest,Story,3557,7923,239,125,18
2024-07-07,Instagram,Reel,27160,1617,557,-9,127
2024-01-20,Pinterest,Story,37696,1179,185,66,86
2022-12-29,Facebook,Post,902,3009,161,88,81
2024-03-16,Facebook,Video,9105,3837,575,245,180
2024-01-09,Instagram,Video,16261,6194,861,201,86
2024-11-04,Instagram,Story,27543,1830,1052,53,96
2023-04-30,Instagram,Reel,34135,633,952,289,51
2022-01-28,TikTok,Post,14279,4577,596,81,174
2023-12-15,TikTok,Reel,15655,3427,138,116,81
2024-11-28,TikTok,Post,41478,6078,425,170,181
2022-03-27,Instagram,Story,33632,7744,217,121,171
2022-05-06,Pinterest,Post,24351,6246,904,52,96
2024-03-22,Facebook,Post,15866,7133,486,146,134
2023-06-21,Instagram,Story,28908,6713,352,147,114
2022-05-25,TikTok,Reel,7071,3451,170,33,91
2022-01-25,TikTok,Story,14517,7775,941,238,0
2022-03-08,Instagram,Post,39736,5494,352,90,62
2022-08-21,Instagram,Story,4650,3235,853,211,166
2022-04-19,TikTok,Post,46333,2244,402,140,18
2022-04-21,Pinterest,Story,19923,6176,587,-2,30
2022-08-16,TikTok,Video,4637,5335,730,269,76
2022-04-21,TikTok,Video,30492,7596,312,29,120
2022-02-03,Instagram,Story,45504,1212,995,154,23
2023-09-15,Pinterest,Reel,29402,6822,802,281,68
2024-01-18,TikTok,Post,45421,348,723,163,192
2023-08-18,TikTok,Video,14333,3397,470,164,160
2023-03-01,Facebook,Reel,1881,1989,103,286,58
2023-09-05,Instagram,Post,8654,838,162,289,113
2023-11-23,Facebook,Video,34735,4995,614,60,160
2022-11-11,Facebook,Video,13939,6371,558,135,159
2024-05-26,TikTok,Story,19622,2939,655,254,186
2023-10-24,Instagram,Post,24456,1427,924,262,100
2022-10-04,Pinterest,Reel,17764,5323,231,228,168
2023-09-16,TikTok,Reel,45274,1999,427,126,11
2023-05-31,Pinterest,Reel,3649,3322,1100,-14,118
2024-04-22,Pinterest,Post,25160,927,247,136,138
2022-12-16,Instagram,Reel,41160,5284,534,150,96
2024-04-02,Facebook,Reel,21028,3792,1073,48,146
2024-01-29,Instagram,Reel,49404,1627,375,73,181
2024-06-17,Pinterest,Story,1668,6952,656,165,56
2022-08-31,TikTok,Story,45624,3189,693,149,41
2023-06-27,Pinterest,Post,36397,7662,738,183,97
2024-11-29,TikTok,Post,15532,2542,96,21,198
2022-08-17,TikTok,Reel,35794,7543,1050,-8,30
2023-07-02,Instagram,Story,44327,2805,176,133,179
2024-07-08,Pinterest,Video,4016,6795,1105,253,1
2022-01-06,Facebook,Video,20251,5792,183,277,165
2023-04-13,Pinterest,Reel,30873,1953,242,30,31
2022-03-16,Pinterest,Reel,30770,1432,1163,191,137
2022-01-04,Facebook,Story,10886,4290,881,123,104
2023-10-08,Instagram,Story,36823,2372,906,-18,135
2022-04-28,Pinterest,Story,49280,2606,284,233,74
2024-05-30,Pinterest,Post,14657,5348,1047,235,104
2023-05-19,TikTok,Post,38379,6946,744,77,147
2024-08-04,Pinterest,Reel,40020,1911,375,152,147
2023-07-28,Facebook,Post,39632,6000,1140,129,126
2022-07-13,TikTok,Story,4126,6670,874,258,8
2024-04-26,Instagram,Story,20900,1916,1023,38,199
2023-12-16,TikTok,Post,37143,4097,225,92,14
2024-11-15,Facebook,Video,38765,7631,924,222,96
2022-06-22,Facebook,Reel,16479,7370,308,289,104
2022-11-22,TikTok,Video,12029,3225,442,36,62
2024-04-15,Instagram,Reel,17145,1148,1198,39,20
2023-12-25,TikTok,Video,26924,5297,379,195,4
2022-08-13,Instagram,Post,13882,1784,385,212,124
2023-06-16,TikTok,Reel,4525,6859,990,34,162
2022-04-23,Facebook,Reel,43726,4713,18,187,84
2022-05-20,Pinterest,Reel,14344,5959,747,42,195
2023-07-13,Pinterest,Story,4675,3466,673,163,112
2022-01-01,Instagram,Story,31019,4676,504,290,175
2022-03-31,Instagram,Video,9674,6352,569,260,79
2023-10-16,Instagram,Post,3943,5707,534,5,189
2022-11-16,Facebook,Story,21895,7643,496,156,115
2022-05-19,TikTok,Reel,11225,730,759,42,162
2024-04-24,Facebook,Story,33961,2120,304,52,197
2022-09-16,Pinterest,Post,41615,5216,819,146,96
2024-06-20,Instagram,Story,45048,6718,551,204,20
2023-11-21,TikTok,Reel,31851,4874,731,44,79
2022-01-10,Pinterest,Video,18696,1779,735,48,38
2022-09-18,Pinterest,Reel,47109,2241,832,-12,161
2022-06-21,Pinterest,Post,14754,7802,606,215,120
2024-06-16,Facebook,Video,14521,717,1036,177,123
2022-01-13,Instagram,Story,46636,1662,772,152,142
2022-11-17,Pinterest,Story,6224,7636,879,261,5
2022-11-25,Instagram,Story,29190,730,941,7,193
2024-02-24,Facebook,Video,1907,1022,135,275,55
2024-02-16,Pinterest,Reel,8532,2896,612,113,48
2024-06-29,Facebook,Video,47840,2182,30,6,91
2022-11-14,Facebook,Video,18294,2513,639,17,128
2022-08-24,Instagram,Post,20381,6887,488,175,64
2022-11-30,Pinterest,Video,21256,2579,684,182,27
2023-01-11,Facebook,Story,40662,2553,1079,64,99
2023-08-11,Pinterest,Reel,29916,4972,9,299,147
2023-05-28,Instagram,Reel,44854,4442,593,9,175
2024-07-06,Facebook,Reel,26252,3233,1188,78,71
2024-05-22,Instagram,Story,13426,4083,212,169,64
2022-09-27,Pinterest,Story,34265,5399,261,-9,50
2024-03-08,Pinterest,Story,14890,3217,15,70,170
2023-12-26,Instagram,Story,39367,3047,953,9,48
2022-01-05,TikTok,Story,22439,6873,12,192,152
2024-04-30,Facebook,Video,27807,6571,940,17,73
2022-03-19,Pinterest,Story,31328,3277,36,39,168
2023-07-28,Pinterest,Story,29013,6614,544,273,198
2022-05-12,Facebook,Story,25002,2202,1009,122,191
2023-08-24,Instagram,Story,30563,1778,391,159,188
2024-12-01,Instagram,Reel,22986,2074,644,264,11
2022-03-30,Instagram,Story,46777,379,211,91,103
2023-02-06,TikTok,Video,38758,2536,561,209,80
2022-10-23,TikTok,Video,32192,1205,352,0,196
2023-09-08,Pinterest,Video,38884,1940,797,124,126
2024-03-10,Instagram,Post,16458,4527,238,125,13
2023-02-26,Facebook,Reel,35516,2235,1072,295,33
2024-11-12,Pinterest,Story,17732,7136,1010,145,47
2023-07-29,Facebook,Post,11248,4988,741,119,60
2022-05-23,Pinterest,Story,11014,2367,946,182,34
2024-09-19,TikTok,Post,23238,3671,1170,223,118
2023-10-27,Pinterest,Post,9195,4541,180,92,64
2022-05-25,TikTok,Video,8570,7774,453,180,58
2024-10-03,Pinterest,Video,28265,7106,596,293,35
2023-05-18,Instagram,Post,42162,2561,86,238,146
2024-03-31,Facebook,Video,31261,7892,139,234,41
2022-04-14,Instagram,Post,17198,499,860,2,68
2024-11-28,Pinterest,Reel,15623,1404,1169,225,146
2022-07-17,Pinterest,Video,35644,7470,444,290,106
2023-08-02,Pinterest,Video,26116,7898,1084,297,38
2023-01-26,TikTok,Video,37646,6132,701,66,68
2023-07-08,Facebook,Reel,11682,5454,423,198,179
2024-11-04,Facebook,Post,25333,5443,92,6,11
2023-04-23,Pinterest,Story,33842,6213,660,269,82
2024-07-11,Pinterest,Video,31831,6432,1036,268,174
2023-02-24,TikTok,Post,46598,1343,219,202,35
2022-06-06,Instagram,Reel,26628,2515,556,157,125
2023-07-04,Instagram,Story,32056,7527,507,127,62
2024-10-17,Facebook,Video,22469,3152,703,206,75
2024-09-23,TikTok,Reel,22376,1899,249,165,81
2024-08-08,Pinterest,Reel,9449,3225,313,273,50
2022-10-16,Facebook,Story,25018,7899,235,20,42
2022-07-15,TikTok,Post,6170,4331,159,170,33
2023-08-21,Instagram,Video,24599,3249,852,58,96
2023-06-01,TikTok,Video,39835,1283,119,184,48
2024-05-14,Instagram,Post,13216,1487,315,257,145
2024-03-16,TikTok,Post,39385,3402,997,251,124
2024-03-25,Facebook,Post,8337,4080,304,11,188
2022-08-16,Instagram,Story,49855,302,1046,121,56
2022-08-04,Facebook,Story,47799,68,788,230,92
2024-08-05,Facebook,Video,19659,2809,16,273,108
2022-01-15,Instagram,Story,41766,7949,236,77,4
2022-02-16,Instagram,Reel,37377,5305,959,115,23
2022-11-20,Pinterest,Video,22060,272,734,256,191
2024-04-23,Pinterest,Story,17606,52,1022,291,58
2022-05-10,Pinterest,Post,46789,1309,1003,281,37
2022-04-05,Facebook,Reel,9220,4999,307,22,160
2023-09-19,Facebook,Post,38161,5634,545,99,9
2024-01-25,Pinterest,Video,49995,4373,474,199,164
2024-03-04,Facebook,Post,28862,7106,817,25,125
2022-03-10,Facebook,Story,28758,5823,81,215,10
2022-01-11,Instagram,Story,22282,4644,1024,27,23
2024-05-21,Instagram,Video,41668,2618,28,177,87
2023-07-04,Facebook,Post,21620,6895,1043,63,198
2023-12-13,Pinterest,Video,20290,1935,680,10,113
2022-01-23,TikTok,Post,28412,7110,529,140,20
2024-03-25,Pinterest,Reel,47874,7894,351,50,147
2022-12-12,TikTok,Story,43407,6161,176,-13,9
2022-10-29,Pinterest,Video,35312,5308,716,31,174
2022-12-29,Instagram,Reel,36660,1349,493,24,174
2023-01-31,Facebook,Reel,19656,2388,382,272,142
2022-08-06,Facebook,Video,11172,1126,1192,279,171
2022-05-21,Instagram,Video,14944,3808,376,17,189
2024-08-15,TikTok,Reel,7284,3231,1004,210,133
2024-09-11,TikTok,Post,18429,4860,981,241,65
2024-09-19,TikTok,Reel,1570,997,761,47,121
2024-04-07,Instagram,Video,23406,6841,481,158,131
2023-11-14,TikTok,Reel,35118,7221,386,165,22
2024-09-30,Instagram,Post,45658,3788,159,180,12
2022-12-22,Pinterest,Story,3439,2781,261,-8,158
2024-10-04,Pinterest,Story,30341,4057,678,193,15
2024-06-06,Instagram,Reel,43363,919,72,199,40
2022-05-07,Facebook,Post,16801,5216,348,265,0
2024-10-05,Pinterest,Story,7694,143,677,223,110
2023-08-27,TikTok,Reel,6351,3037,395,237,11
2024-10-10,Instagram,Reel,16878,4705,263,37,118
2022-02-20,TikTok,Post,1178,1825,311,15,183
2024-11-18,TikTok,Video,31140,2310,1123,172,177
2024-02-18,Facebook,Reel,34256,485,954,29,19
2024-03-24,TikTok,Video,30277,4997,974,11,193
2023-02-24,Facebook,Video,26683,6701,250,77,35
2024-09-09,Pinterest,Story,27945,7029,737,22,78
2024-04-04,Instagram,Video,2002,6844,191,289,165
2024-10-21,TikTok,Post,22165,4350,929,26,149
2023-07-21,Instagram,Story,16698,6574,789,249,107
2023-01-06,TikTok,Story,21911,3194,412,290,188
2024-07-24,Instagram,Story,16367,3637,1153,42,177
2023-10-23,TikTok,Reel,14766,5245,345,-2,95
2024-08-26,TikTok,Reel,39922,126,567,80,58
2022-07-21,TikTok,Video,35708,865,655,16,19
2022-11-09,TikTok,Story,43502,817,956,86,163
2022-04-27,TikTok,Story,31713,6603,1198,71,125
2024-07-25,TikTok,Post,7867,3735,1067,287,96
2023-07-29,TikTok,Video,13990,155,73,164,142
2022-09-01,TikTok,Post,35862,3966,385,195,61
2023-06-21,TikTok,Video,38785,6744,61,7,130
2022-03-16,Instagram,Video,9719,7693,854,15,92
2023-01-21,Facebook,Reel,6810,2923,1127,299,90
2023-04-20,TikTok,Reel,36807,3396,920,-3,132
2023-02-22,Facebook,Post,30131,6281,329,175,122
2022-12-13,TikTok,Video,15244,5892,465,57,183
2023-10-02,TikTok,Story,20367,7074,183,146,158
2024-07-27,Instagram,Reel,19125,3198,848,69,85
2024-08-12,Pinterest,Story,6878,3198,578,243,162
2024-05-25,Pinterest,Post,19649,1515,123,187,117
2024-02-02,Instagram,Reel,42633,2637,553,191,198
2023-10-26,Facebook,Reel,11922,294,650,250,197
2022-01-25,Pinterest,Video,28426,2675,30,242,25
2023-12-11,Instagram,Post,38179,3899,1036,252,117
2022-06-26,Instagram,Video,33671,1455,973,193,0
2022-10-12,Pinterest,Reel,13680,1031,537,43,6
2022-03-04,Facebook,Post,27801,6910,153,-9,163
2024-09-29,Instagram,Reel,37431,7787,1053,189,75
2023-10-24,TikTok,Post,24514,5882,659,291,86
2023-10-28,Facebook,Reel,49739,3858,949,153,152
2022-06-05,Facebook,Story,31436,191,559,235,93
2024-12-08,Pinterest,Story,14836,942,429,80,186
2024-08-24,Pinterest,Video,22700,5537,297,-5,60
2024-04-28,TikTok,Story,5970,7301,558,176,28
2023-11-20,Instagram,Reel,31359,7360,435,237,94
2022-05-28,Pinterest,Reel,15453,2449,608,223,17
2022-12-08,Pinterest,Story,39544,4690,321,228,40
2023-04-21,Facebook,Video,39007,3010,402,84,146
2024-12-22,Pinterest,Story,27933,2249,600,161,131
2023-07-15,Pinterest,Post,26457,7375,550,134,192
2022-11-23,Pinterest,Post,7023,1519,80,266,40
2024-09-16,Pinterest,Post,21887,2750,869,148,122
2022-08-03,Facebook,Story,48261,3055,920,26,142
2023-03-11,TikTok,Story,31669,4908,713,22,181
2024-08-09,TikTok,Story,46141,3424,490,285,191
2023-12-24,Instagram,Post,23490,4769,1116,200,199
2022-02-01,Pinterest,Video,30161,705,751,-20,142
2023-11-01,Facebook,Reel,13919,6643,1035,179,177
2022-10-12,Instagram,Story,14957,2818,554,123,21
2023-03-05,Instagram,Video,2564,5393,980,7,145
2022-10-13,TikTok,Reel,38583,92,1080,257,79
2024-11-08,Facebook,Reel,11066,2361,946,20,129
2022-01-18,Facebook,Reel,33585,7973,923,126,35
2024-02-08,Facebook,Video,32028,5172,1171,157,19
2023-08-13,TikTok,Video,6630,1710,367,294,143
2024-10-06,TikTok,Post,40687,5437,386,146,66
2022-07-13,TikTok,Video,2542,4741,275,102,119
2023-05-17,TikTok,Video,5098,7233,1042,53,157
2024-09-14,TikTok,Video,43482,7551,302,218,54
2022-04-24,Pinterest,Reel,33386,7681,1008,228,65
2024-08-04,Pinterest,Story,33977,7276,238,242,25
2024-04-10,Facebook,Post,49125,5158,579,231,184
2024-07-13,Instagram,Story,29216,2274,31,90,196
2022-02-24,Facebook,Story,13101,2160,97,159,129
2024-03-10,Instagram,Video,36518,1007,621,167,55
2024-02-17,TikTok,Post,8561,7196,313,287,189
2022-06-11,Instagram,Story,9109,610,56,186,33
2022-03-28,Facebook,Story,35871,1380,323,213,55
2022-02-24,Facebook,Post,45314,7463,185,3,54
2024-10-28,Instagram,Video,17985,1362,1148,5,19
2024-04-12,Pinterest,Story,21305,1871,879,197,49
2022-11-09,TikTok,Reel,8357,3052,1071,-11,152
2024-01-29,TikTok,Story,12120,3453,651,-4,83
2023-03-19,Facebook,Reel,8677,5696,201,224,152
2022-11-24,Pinterest,Video,30611,4995,649,185,52
2024-12-13,Instagram,Story,23542,5424,975,237,141
2024-01-31,TikTok,Post,19145,2701,259,91,187
2023-08-02,Pinterest,Post,24905,5679,736,184,110
2024-12-10,TikTok,Story,12326,1864,340,6,170
2024-10-03,Pinterest,Video,14390,1791,994,50,189
2022-04-06,Pinterest,Video,17392,4751,904,155,111
2024-03-24,Facebook,Post,47098,3858,518,181,68
2023-05-06,TikTok,Story,9984,2927,246,227,190
2023-03-28,Instagram,Video,5995,5632,153,97,1
2022-06-14,Facebook,Post,28981,3320,761,-12,181
2022-07-01,Facebook,Reel,11767,5440,624,65,15
2023-04-14,Instagram,Story,40666,4133,457,2,182
2024-06-28,Facebook,Reel,7243,795,216,219,93
2024-01-05,Pinterest,Reel,38439,607,672,52,170
2024-04-02,Pinterest,Video,49273,6257,598,6,188
2024-08-01,TikTok,Video,49976,3351,135,60,165
2022-01-07,TikTok,Video,27069,991,616,63,44
2022-11-26,Instagram,Story,29052,4073,260,178,125
2024-02-14,TikTok,Reel,46272,2346,565,22,178
2022-05-31,Pinterest,Story,44230,5415,67,242,169
2022-05-27,Instagram,Video,29448,989,411,71,23
2024-07-03,Instagram,Reel,11275,1660,806,63,114
2023-12-01,TikTok,Story,4057,6350,1133,279,157
2022-03-23,Pinterest,Story,4087,6928,19,275,164
2023-05-29,Instagram,Post,17035,1775,263,114,122
2024-03-25,Pinterest,Story,1454,1034,727,260,180
2023-12-10,Pinterest,Video,47062,1637,618,38,190
2024-01-16,Pinterest,Story,24044,4071,1073,220,138
2024-10-19,TikTok,Reel,33955,7305,817,77,77
2023-12-08,Facebook,Story,41769,1386,335,41,150
2023-04-16,Facebook,Post,15638,6020,169,243,116
2023-01-31,Instagram,Reel,42962,3187,1093,92,79
2022-09-18,Pinterest,Reel,3627,711,391,125,49
2024-03-15,TikTok,Post,23647,7237,1058,195,84
2024-07-22,Pinterest,Video,46028,82,332,235,182
2024-06-23,Pinterest,Reel,12059,5962,324,295,182
2024-12-12,TikTok,Video,48064,6751,403,295,3
2024-07-28,Facebook,Reel,3895,6266,109,237,181
2024-05-03,Pinterest,Reel,25889,6035,700,173,60
2023-08-16,Pinterest,Video,1345,7018,1021,-7,110
2023-12-15,Facebook,Reel,34432,3464,334,283,77
2023-09-24,TikTok,Video,46222,1206,664,82,82
2022-02-28,Instagram,Post,39172,3176,1075,224,132
2022-05-08,Facebook,Video,14231,110,603,224,99
2024-01-06,Instagram,Post,33622,3978,825,291,145
2023-12-22,Instagram,Reel,36085,1593,645,247,171
2023-06-10,Facebook,Video,4332,321,318,203,30
2023-06-05,Pinterest,Reel,32832,6439,1175,199,118
2023-07-06,Instagram,Video,12967,5345,466,290,93
2022-08-25,Instagram,Post,41525,4126,490,196,148
2023-05-09,TikTok,Post,13607,6821,414,-17,174
2022-01-04,Pinterest,Video,12958,3438,31,15,29
2023-10-28,Instagram,Post,29166,5952,1057,157,54
2023-03-18,TikTok,Reel,43981,2802,275,236,104
2022-01-29,Pinterest,Reel,3081,2759,690,-4,195
2023-09-02,Facebook,Story,10082,1204,505,178,196
2024-03-15,Facebook,Post,8918,5271,389,297,40
2022-03-16,TikTok,Reel,28591,4455,64,27,172
2024-04-17,Facebook,Video,29613,3903,1135,41,73
2022-05-08,Instagram,Post,19327,5461,224,48,157
2022-02-11,Pinterest,Reel,14919,1795,775,126,76
2022-02-10,Instagram,Post,12314,6688,568,141,84
2024-07-22,Instagram,Video,34304,3482,550,206,172
2022-02-03,Facebook,Reel,10524,387,100,209,103
2024-11-06,Instagram,Story,44200,6772,993,157,172
2024-09-24,Facebook,Story,7935,59,1117,35,78
2023-08-11,Pinterest,Post,2048,4194,832,57,83
2022-12-08,Pinterest,Video,5565,5656,235,249,172
2022-01-27,Instagram,Reel,23380,6816,972,185,182
